ClientName,ProjectName,PinNumber
SOS Childrens Village,9 OTS Courses,IN/31861/44402
Honda Cars India Ltd.,Various content work for dealer sales employees,IN/31880/54654
ABB Ltd,Introduction to global MEPS ,CH/1394/33808
ABB Ltd,IRB 8700 e-learning Robotics,CH/1394/54615
ABB Ltd,Fundamental Program,CH/1394/54861
ABB Ltd,Smart Sensor e-Learning,CH/1394/54898
ABB Ltd,ASP Block - 3D Simulation,CH/1394/54960
ESSILOR INTERNATIONAL,Add and sync VO in ppts,FR/1458/54856
SKF,Customer Complaints e-Learning General and Technical,SE/11503/54740
Profitability L and D Services LLP,Efforts and timelines,GB/21623/33533
SKF,Basic Presentation Skills eLearning,SE/21827/34295
SKF,Purchasing - Sourcing and Strategic Sourcin,SE/21827/44385
SKF,MLC e-Learning update,SE/31890/54905
SKF,Finance Course,SE/31890/44498
ABB Ltd,Smart Sensor e-Learning,CH/1394/44558
ABB Ltd,IRB 8700 e-learning Robotics,CH/1394/54702
SKF,Finance for non-finance,SE/21827/54701
Totem Learning,New Frames Creation and Programming Issues Rectification,GB/1049/1119
Elamb,Conversion of images to Animations,GB/1099/1175
Capita,Hertfordshire council eLearning project,GB/1239/22914
 British Standards Institution,Rebranding 8 courses,GB/1309/2173
ABB Ltd,10 eLearning courses,CH/1394/33759
ABB Ltd,Introduction to Global MEPS,CH/1394/33837
ABB Ltd,Fundamental Program,CH/1394/54900
Kalpataru Ltd,RCC e-Course,IN/1044/1284
IOWEU International,Refurbishing e-learning modules developed in Storyline,GB/1076/33847
IOWEU International,Creation of an App for Octagon Project,GB/1076/44522
Redwood,Development on pre-assessments and grid plotting for 10 questions,CA/1100/34063
ATS Training & Consulting  ,New Hire Orientation paid pilot project,US/1182/33484
Mars Inc,Development of a serious game in HTML5,US/21635/33572
DePuy Synthes,Miscellaneous estimations for Depuy and Johnson and Johnson,US/21680/34072
DePuy Synthes,Infographic POC Development ,US/21680/34087
The Training Associates,"Share alternate approach, mock-ups and effort for development of a secenario based course and a game",US/21757/34319
The Training Associates,Master PIN for all TTA estimations,US/21757/54879
Xpan Interactive Ltd,Media production in Storyline 2,CA/41930/54922
Johnson & Johnson Medical,Development of 10 e-learning modules,US/41945/54656
Johnson & Johnson Medical,Development of two short e-learning modules in Storyline,US/41945/54671
Johnson & Johnson Medical,Development of 3 e-leanring modules in Storyline,US/41945/54709
Manhattan Prep,FOM Course,US/1031/1213
Manhattan Prep,Unit Conversion - FDP  - Exponent Rules courses,US/1031/1365
Manhattan Prep,Systems of Equations,US/1031/1370
Manhattan Prep,Algebraic translations - Percents - Divisbility courses,US/1031/1403
Manhattan Prep,Factoring Algebraic Equations course,US/1031/1429
Rullingnet Corporation,6 E-learning Courses,US/1048/1237
Rullingnet Corporation,VINCI- Child The Scientist,GB/1048/1118
Rullingnet Corporation,Change request for Course-3 Classroom Practice ,US/1048/1441
Eagle Productivity,Merck MyComms,US/1066/1291
Shadowbox Learning Services Inc.,Translation Job 140120-1,CA/1111/1490
Shadowbox Learning Services Inc.,Shadowbox130920-1.,CA/1111/1234
Dupont Learning,Dupont - UTAS-PMO-PRO-1507 Risk Management Module ,US/1147/1425
Dupont Learning,Dupont (UTAS-PMO-PRO-1509) course,US/1147/1489
Dupont Learning,TruBlue University-Falls Prevention and Protection,US/1147/1874
Dupont Learning,Dupont (UTAS-PMO-PRO-1504) course,US/1147/1451
Dupont Learning,Dupont (UTAS-PMO-PRO-1508) course,US/1147/1488
Dupont Learning,Introduction to Employee Orientation -Dupont Learning,US/1147/1575
Dupont Learning,Dupont 1503 (Program Operating Plans) course,US/1147/1628
Dupont Learning,Dupont 1506 Program Management System Standard course,US/1147/1629
Dupont Learning,Dupont 1511 Resource Management course,US/1147/1630
Dupont Learning,Dupont 1501 Standard Work course,US/1147/1652
Dupont Learning,Dupont 0537 Program Control Plans course,US/1147/1653
Dupont Learning,UTAS 1510 - Product Requirements Engineering Course,US/1147/1875
Dupont Learning,TruBlue University-Scaffold Safety,US/1147/2102
Dupont Learning,Insurity Overview Module,US/1147/2119
Dupont Learning,BiC Pedia Ball Pen Module,US/1147/2463
Dupont Learning,Sikorsky EHS Module,US/1147/22934
Dupont Learning,Sikorsky - 17 modules,US/1147/22956
Dupont Learning,Sikorsky - International Travel Safety,US/1147/22986
Dupont Learning,TrueBlue - Machine Guarding module,US/1147/22987
Dupont Learning,BICPedia module Localization and repurposing,US/1147/33207
ATS Training & Consulting  ,ATS Collision- Animation Project,US/1182/1516
ATS Training & Consulting  ,New Hire Orientation paid pilot project,US/1182/33489
Converge Creative,Flash to HTML5 conversion,US/1258/33354
Maritime Training Services,Environmental Awareness Module,US/1315/2160
"Castle Worldwide, Inc.",Castle Worldwide Sale demo,US/1370/2334
GTECH Corporation,Data Protection and Privacy Training Module,US/1384/33468
GTECH Corporation,Cleaning of SB slides of Data Privacy Course for ILT use,US/1384/33698
GTECH Corporation,SuccessFactors Learning Modules,US/1384/2482
Childrens Health Texas,Request for Support & Change to Gaming Project ,US/1418/34118
Quinnipiac University,Analytical models,US/21550/33237
ExecOnline Inc,LMG Network Exercise Development in HTML5,US/21572/33382
Stanford Health Care ,C.I.Care module redesigning and development,US/21610/33979
Stanford Health Care ,Development of a 30 minutes module on the topic of Plain Language HealthStream Module,US/21610/44470
Teksoft Ventures Inc,Development of show-me simulations in Captivate,US/21640/34301
DePuy Synthes,Voice over project,US/21680/34100
DePuy Synthes,Development of 17 modules in Storyline,US/21680/33935
DePuy Synthes,Hour Package,US/21680/34103
DePuy Synthes,Development of 4 modules in Storyline and repurposing in 4 languages,US/21680/34125
DePuy Synthes,Power Tools Online Training project,US/21680/44396
The Training Associates,Conversion of a new hire classroom training into an online course,US/21757/34116
The Training Associates,Voice Over recording for VMWare,US/21757/44503
The Training Associates,"ILT Development, Re-branding and development of facil guide",US/21757/44543
The Training Associates,ILT Facilitation for 1 day at end-client location (Delhi),US/21757/54651
The Training Associates,Voice over recording,US/21757/54730
The Training Associates,Voice over recording,US/21757/54758
The Training Associates,Voice over recording,US/21757/54775
Brightstar Corporation,New Hire Orientation program development,US/21783/34275
BOMI International,Conversion of 14 coursebooks from print to epub,US/21795/55020
Uber,Closed Captioning work for Uber,US/21798/34218
Greenhouse Gas Management Institute,Rebuild of 6 Existing Courses in Smart Builder ,US/21838/54855
Vista Consulting Group (VCG),Development of an e-learning module on the Topic of cyber security,US/41927/54713
"Computer Generated Solutions, Inc.(CGS)",Development of a 4 hour ILT (ID work),US/41944/54680
"Computer Generated Solutions, Inc.(CGS)",Development of a 30 hour ILT (ID work),US/41944/54711
Johnson & Johnson Medical,Pricing project,US/41945/54729
Johnson & Johnson Medical,Mentor modules,US/41945/54757
Johnson & Johnson Medical,Value based healthcae and procurement,US/41945/54773
Johnson & Johnson Medical,Whiteboard animation development,US/41945/55010
Greenhouse Gas Management Institute,Re-visulaization and localization ,US/21838/44493
Redwood,Q/A of an Alpha version developed in Storyline ,CA/1100/34053
Redwood,Q/A of an Alpha version developed in Storyline ,CA/1100/34115
Redwood,Code of Conduct Spanish voiceover,CA/1100/34189
Redwood,Records and Information Management Training Spanish voiceover,CA/1100/34219
Redwood,Audio recording,CA/1100/54876
Shadowbox Learning Services Inc.,Job- 160829,CA/1111/44401
Xpan Interactive Ltd,media production of a 90 minutes e-learning module in Storyline,CA/41930/54618
Doha Bank, Change in Existing AML Course,QA/1199/54990
JLL,Lean Six Sigma,IN/1355/34119
Perfetti Van Melle,Various content work,IN/1415/34352
Perfetti Van Melle,Modern Trade,IN/1415/33550
Almarai Company,Code of Conduct,SA/11464/33530
Britannia Industries Limited,ASH Module,IN/21583/33640
Colgate,CDO-Comepetency Development gamified content,IN/21626/33539
V-Guard,Application Training of 10 modules of Sales force.com,IN/21695/54949
Yamaha Motors,YPA Module,IN/21777/54915
Honda Cars,Code of conduct,IN/41976/54774
Dolf Technology,KFUPM HTML 5 courses ,SA/1191/1557
Doha Bank,Localization-AML&CFT course,QA/1199/33384
Doha Bank,AML & CFT,QA/1199/2167
Qatar Gas,Post Award Procedure Vendor Management,QA/1247/2156
Qatar Gas,Contract Work Order Procedure,QA/1247/2154
Emirates Global Aluminium PJSC,Animation Development of processes,AE/1259/22807
JLL,Marketing Video of iStream Tool,US/21667/33764
JLL,Lean Six Sigma,IN/1355/34185
Almarai Company,Code of Conduct,SA/11464/33777
Guidance for educational & consultation Services,Using Personal Protective Equipment,SA/21538/33162
Execelledia,Lean six sigma,QA/21543/33183
Etihad Airways,End-of-Year iAchieve and Objective Setting for 2016,AE/21581/33543
Etihad Airways,Resource Deployement for E-Course development for PIN AE/21581/33543,AE/21581/33544
Perfetti Van Melle,Modern Trade,IN/1415/33703
Perfetti Van Melle,DSE Induction,IN/1415/33204
Britannia Industries Limited,OTS Courses,IN/21583/33968
Britannia Industries Limited,Internal Control & Crisis Management,IN/21583/33395
Godrej Industries,OTS courses,IN/21659/33701
V-Guard,Content Development on 3 topics,IN/21695/33925
V-Guard,Conversion of our 20 OTS courses in HTML 5 output,IN/21695/34237
SBI Cards,Content and Animation Video Development,IN/21741/54716
Piramal Glass Limited,Content Development on 3 Topics,IN/21742/34105
Berger Paints,Content development of 4 LH,IN/21759/34207
Yamaha Motors,Content Development on Sales Module,IN/21777/44388
Yamaha Motors,06C Sales Maodule Development,IN/21777/54842
Honda Cars,Code of Conduct,IN/41976/54903
Philips Healthcare,Canaveral Training Project - TNA Phase,US/1211/1819
Philips Healthcare,Canaveral Training Project - Development Phase,US/1211/1989
Philips Healthcare,Update of Gap Training Material,US/1211/1659
Philips Healthcare,Xper IM Super User Course - TNA Phase,US/1211/1861
Philips Healthcare,Xper IM Super User Course - Development Phase,US/1211/1990
Aricent,Code of Business Conduct and Ethics,IN/1212/1693
bit Media e-Solutions GmbH,MS Office Doc Translation - 2,AT/1163/1704
bit Media e-Solutions GmbH,MS Office Doc Translation,AT/1163/1457
Infinity Teknoloji,"E-course development on ""Working abroad and employment""",TR/21615/33501
LeasePlan Corporation N.V.,LeasePlan e-Academy example training LCV,NL/21644/33632
A-CAMS,A-CAMS Sanctions Compliance ,US/11481/33673
BSI Bank,Updation of PDPA Training Module,SG/11506/23030
eLuminate Training,Development of a Hub Page for the Route Knowledge Project ,AU/1216/1865
eLuminate Training,E-Course Development in Lectora,AU/1216/1631
Godrej Consumer Products Limited ,E-Course creation on Grooming Services,IN/1349/2317
Godrej Consumer Products Limited ,Sales Training Module,IN/1349/2641
Genpact,Risk Framework Management,IN/1043/2616
Genpact,Wells Fargo - 5 LH Development,IN/1043/2663
Genpact,Audio Recording for Manpower,IN/1043/22882
Genpact,EDH elearning Development,IN/1043/2667
Rutgers University,Professional Services - e-Learning,US/1340/2347
Hindustan Unilever,Development of Short Animations,IN/21569/33924
Amazon,Development of Short Duration WBT Nuggets and Associated Video Nuggets,IN/1387/2576
HCL Technologies Limited,Program FIRST,IN/1400/2471
HCL Technologies Limited,Induction Module,IN/1400/23080
HCL Technologies Limited,Induction Update,IN/1400/54672
Reliance Infrastructure,OTS Course - - Positive Approaches to Resolving Performance Problems,IN/11492/22942
Interglobe Technology Quotient ,Competency Framework Training,IN/11524/33694
Boehringer Ingelheim,Induction Module,IN/21565/33317
Pepsico India Holdings,Module on Insuranace,IN/21585/33474
Pepsico India Holdings,Prevention of Sexual Harassment ,IN/21585/33394
Sika,POC & cost proposal for Sika,CH/21614/33498
Pest Credits Online,Cost estimation for making the course xAPI conformant,US/21619/33518
International Organization for Migration(IOM),IOM Effort Estimation,CH/41940/54642
International Organization for Migration(IOM),Effort estimation for development of a course,CH/41940/54967
Jones Lang LaSalle(JLL),Development of online course - C2B Learning,US/42031/54947
Logical Operations,Batch 75 & 76- LearnTos ,US/1029/54910
Logical Operations,Batch 77- LearnTos ,US/1029/55002
Logical Operations,Batch 77- LearnTos,US/1029/55018
Encompass World,WFP - ECD Module 1,US/1101/54739
Sika,Development of a self paced interactive course on Workplace Harassment,CH/21614/54695
International Rescue Committee,Localization of elearning Modules,US/21617/44414
International Organization for Migration,MICIC e-learning programme,CH/21758/34285
EnCompass LLC ,Sample Survey DHS,US/42019/54907
PointClickCare,Development of an online course on Performance Management,CA/42045/55009
Jones Lang LaSalle(JLL),C2B eLearning project,US/42031/54992
Weyerhaeuser,Weyerhaeuser - Partially Paid Pilot,US/21772/34227
Idexx Laboratories,Course Re-furbshing Pilot Work,US/21571/33376
KBC Health and Safety,KBC - Development of 3 Courses in Lectora,ZA/31862/44492
Avality,Development of a Micro eLearning course on the topic of Business Case Basics. ,US/41975/54776
NetExpat SA,Development of a 30min  module,BE/42028/54958
Sudler & Hennessey,Takeda eLearning Project,GB/1166/1493
Sudler & Hennessey,Lymphoma SCT,GB/1166/1549
Sudler & Hennessey,Volasertib eLearning,GB/1166/1740
Sudler & Hennessey,Volasertib Fast Track Programme,GB/1166/2010
Sudler & Hennessey,Nintedanib Rep Sales Tool,GB/1166/2022
Sudler & Hennessey,Volasertib Module 2 FAST TRACK & Quizzes,GB/1166/2045
Sudler & Hennessey,Shire ADULT LDX eLearning Academy,GB/1166/2081
Sudler & Hennessey,Module 3 for Volasertib,GB/1166/2300
Sudler & Hennessey,Syngenta 3 Modules,GB/1166/2301
Sudler & Hennessey,Volasertib Virtual Classroom,GB/1166/2344
Sudler & Hennessey,Sales Toolbox M1 and M2,GB/1166/2365
Sudler & Hennessey,Nintedanib UK adaptation,GB/1166/2366
Sudler & Hennessey,Giotif Project Phase 1,GB/1166/2418
Sudler & Hennessey,App tech changes,GB/1166/2489
Sudler & Hennessey,Nintedanib Sales Toolbox M34,GB/1166/2516
Sudler & Hennessey,Volasertib virtual classroom 2,GB/1166/2554
Sudler & Hennessey,Volasertib E-learning Module 4,GB/1166/2598
Sudler & Hennessey,Leuprorelin eLearning,GB/1166/2704
Sudler & Hennessey,Nintedanib CRC MSL eLearning,GB/1166/2744
Sudler & Hennessey,Adult LDX UK Adaptations M1-3,GB/1166/2752
Sudler & Hennessey,Mod 4 and 6 amends,GB/1166/22800
Sudler & Hennessey,Prevanar eLearning project,GB/1166/22915
Sudler & Hennessey,MSL Lung Cancer Adcertis Lymphoma CR,GB/1166/22936
Sudler & Hennessey,Giotrif Module Patient Management and AE,GB/1166/22966
Sudler & Hennessey,Aethera eLearning,GB/1166/22992
Sudler & Hennessey,Nintedanib Sales Toolbox updates,GB/1166/23075
Sudler & Hennessey,Insecticides eLearning,GB/1166/33163
Sudler & Hennessey,Giotif Amends,GB/1166/33179
Sudler & Hennessey,Replagal Knowledge boosters,GB/1166/33187
Sudler & Hennessey,Replagal eLearning,GB/1166/33254
Sudler & Hennessey,BI Giotrif in SCC eLearning ,GB/1166/33288
Sudler & Hennessey,Adult LDX eLearning updates,GB/1166/33291
Sudler & Hennessey,Spiolto assessment,GB/1166/33436
Sudler & Hennessey,Buccolam eLearning,GB/1166/33519
Sudler & Hennessey,Equasym XL eLearning,GB/1166/33520
Sudler & Hennessey,Respimat Assessment,GB/1166/33597
Sudler & Hennessey,Prevanar updates,GB/1166/33667
Sudler & Hennessey,Elvanse Adult eLearning updates,GB/1166/33718
Sudler & Hennessey,Prevenar - new amends project,GB/1166/33893
Sudler & Hennessey,Elvanse C&A eLearning,GB/1166/33894
Sudler & Hennessey,Shire Objection Handling,GB/1166/33985
Sudler & Hennessey,Shire Objection Handling Localization,GB/1166/33986
Sudler & Hennessey,Change Course Settings,GB/1166/44422
Sudler & Hennessey,Storyline 2 Conversion,GB/1166/44478
Sudler & Hennessey,Prevenar updates - Modules 1&2,GB/1166/44596
Sudler & Hennessey,Buccolam eLearning Amends,GB/1166/54706
Sudler & Hennessey,Evlanse learning modules - Amends,GB/1166/54741
Sudler & Hennessey,Elvanse Adult amends,GB/1166/54847
Sudler & Hennessey,Nimenrix App,GB/1166/54909
Sudler & Hennessey,TicoVac eLearning,GB/1166/54956
Sudler & Hennessey,eLearning app AS 2,GB/1166/54989
Sudler & Hennessey,Elvanse C&A UK localization Amends ,GB/1166/54998
Sudler & Hennessey,Elvanse Adult UK eLearning Amends,GB/1166/54999
Genpact,Create e-Learning Video of Accounts Payable Playbook,IN/1043/33951
Genpact,Create E-learning on GMS Relocation process (US/Non-US),IN/1043/54696
Genpact,New Hire Induction Program (NHI),IN/1043/54848
MoneyGram,Create e-Courses/Videos for Agents,US/1091/33755
MoneyGram,Global Pre-Sales PIN,US/1091/33820
Philips Lighting,Global Pre-Sales PIN,NL/1107/33797
Philips Healthcare,Homecare Solution Internal Communication Video,US/1211/55015
Aon Hewitt,Create e-Learning for Coaching and Feedback,US/21594/54768
Intertek,Information Security Management System,IN/21620/33521
Philips University,PCMS elearning module development Avalon Fetal Monitoring,IN/21686/54648
Philips University,PCMS elearning module development requirement SOLiD framework,IN/21686/54649
Philips University,PCMS series (fetal and OB care series ),IN/21686/54655
Philips University,pCMS - MR400 Value Calculator App Quick Reference Guide,IN/21686/54686
Laureate Education,PGDM Course Digitization,IN/41986/54851
MoneyGram,Create Youtube Video on BSA e-Filing,US/1091/33438
MoneyGram,Compliance Fundamental Course Update,US/1091/33829
MoneyGram,Iternational Security and Privacy Awareness-Update Links,US/1091/33534
Philips Healthcare,Care Catalyst e-learning Module Development,US/1211/33784
Philips Healthcare,FHIR e-Learning Module Development,US/1211/33785
Philips Healthcare,ISCV - e-Learnign Modules Development-PhaseII,US/1211/34088
Philips Healthcare,Xper 2.1 - e-Learning Modules Updates,US/1211/34294
Philips Healthcare,ISCV - Develope e-Learning Module,US/1211/33949
Philips Healthcare,Xper 2.1 - e-Learning Modules ,US/1211/34179
Philips Healthcare,IntelliSpace PACS Radiology-ILT Development,US/1211/34296
Philips Healthcare,IntelliSpace PACS Clinical Learning Elements Development,US/1211/44575
Philips Healthcare, IntelliSpace PACS 4.4.551 Technical Learning Elements Development (Phase II),US/1211/54832
Philips Healthcare,IS PACS Phase III,US/1211/54937
Philips Healthcare,IS PACS Phase IV,US/1211/55000
Asian Productivity Organization,Paid Proto-Occupational health and safety ,JP/21577/33691
Asian Productivity Organization,e-Course on On Green Productivity and Integrated Management Systems,JP/21577/44390
Asian Productivity Organization,"Sustainable, Resilience Supply Chain and Integration    into Global Value Chains e-Course Development ",JP/21577/44521
Genpact,Business Acumen vILT Development,IN/1043/33344
Genpact,Audio Recording by UK Enlidh Female & US English Male Artist,IN/1043/33465
Genpact,e-Course on Information Security & Data Privacy,IN/1043/33469
Genpact,Voice Over Artist Requirement (Phase II),IN/1043/33578
Genpact,Staff Augmentation of Graphic Designer,IN/1043/33633
Genpact,e-Course on iCon(Contract Management System),IN/1043/33680
Genpact,IAO Training Module Development,IN/1043/33740
Genpact,Voice Over Artist Requirement (Phase III),IN/1043/33858
Genpact,e-Learning (Proto) on Anti Bribery & Anti Corruption,IN/1043/33917
Genpact,Voice Over Artist Requirement (Phase IV),IN/1043/34013
Genpact,Ariba Tool Development for Astellas,IN/1043/44511
Philips Healthcare,MOM Instructional Video,US/1211/33663
Aon Hewitt,e-Learning Module on Disruptive Innovation,US/21594/33961
Philips University,BiliSnug Photo therapy System eLearning Development,IN/21686/33885
Philips University,e-Learning Development Simply Right,IN/21686/34075
Philips University,005-PCMS-IntelliBridge Enterprise,IN/21686/34111
Philips University,F2P - Demand Forecasting Techniques,IN/21686/33896
Philips University,e-Learning(IntelliVue & IntelliBridge),IN/21686/34074
Philips University,e-Modules for Epiq n Affiniti,IN/21686/44544
Philips University,PCI Refresher,IN/21686/54620
Philips University,Module 6-PCMS V60 2.20 Software Upgrades Course,IN/21686/34234
Philips University,Development of On-boarding App,IN/21686/34276
Philips University,Process Excellence Project,IN/21686/34281
Philips University,Personal Effectiveness Cue Card Frameowrk Development,IN/21686/44389
Philips University,Game Based Course for Allura R9,IN/21686/44546
Philips University,PCMS Series - SOLiD CPM and SA Framekwork,IN/21686/54652
Philips University,SOLiD for Clinical learning module,IN/21686/54803
Philips University,Develop Learning Elements Global Business Services,IN/21686/54912
Philips University,PCMS Modules Bigger PO,IN/21686/54930
Fulcrum Labs,Development of 6 videos,US/21719/34182
BOMI International,Migration of courses from Captivate 5.5 / 6.0 to 8.0,US/21795/44409
Red Vector,Phase 1 - Four 5 Minute 3D Animations,US/21805/44420
Malpani Infertility Clinic,Short videos for Malpani Infertility Clinic,IN/21656/33695
Ricoh Americas Corporation,Training Program Development Federal Order Compliance ,US/21696/34022
Reckitt Benckiser,Blow Moulding and Injection Moulding,NL/21654/33679
EcoVadis,CSR - eCourse Customizations,FR/21690/33898
Ontario Lottery and Gaming Corporation,POC-Accessibility Test Case,CA/21704/33934
The European Institute of Purchasing Management,Request for Information for European Institute of Purchasing Management,FR/31908/44567
SR Technics,Development of an e-learning module on the Topic of Social Media Policy,CH/41951/54906
Kubota Corporation,6 Modules for Sales and Distribution,JP/41937/54738
Sealed air diversey care,Development of an e-learning program with Cue Cards Functionality,US/21856/44455
SES Satellites,Video based e-learning course,LU/42009/54981
Kubota Corporation,Sales & Services eLearning Ph. 1,JP/41937/54968
Axial ,First Aid and Student Orientation,AU/21800/34235
DSCI,2 CBT courses,IN/21844/44598
L&T - IPM,L&T - IPM,IN/41972/54944
Tata Motors,Business analytics for customer support executives,IN/21809/44603
Tata Motors,Module on Safety,IN/21809/54726
Tata Motors,E module on sustainability,IN/21809/54871
Tata Motors,Module on Tata Motors Work Standard,IN/21809/54896
Emirates NBD,e learning module on i procure,AE/21829/34361
Tata Motors, E-module on Mint 3 and ESO,IN/21809/44524
Tata Motors,Module with simulations on business analytics,IN/21809/44531
Tata Motors,Cluster Training Pilot,IN/21809/54720
Tata Motors,Module with simulations for CSM,IN/21809/54804
Tata Motors,E module on sustainability,IN/21809/54901
Tata Motors,Modules on Safety,IN/21809/54902
IDFC,Module on operational risk,IN/21823/54661
Godrej properties Ltd.,e module for contract managers,IN/21848/44500
Tata Communications Limited,Emodule on TBEM,IN/1215/54748
Pepsico,eLearning solution for Concur app training,IN/31910/44572
Hindustan Unilever,Perfect Assortment,IN/21775/34377
Nestle India,EGMP Colletral,IN/21814/44473
Hindustan Unilever Limited-Lucknow,RBPP,IN/21826/34325
Hindustan Unilever Limited-Lucknow,CUC Video,IN/21826/44557
Future Group,Induction,IN/31863/54751
Baba Eletricals (P&G),Legal Capability for Contractors,IN/31898/44532
Pepsico,Concur app training,IN/31910/54790
Marico Industries Ltd.,TSO Induction,IN/31916/54778
Sony India Software Center Private Limited,Anti Bribery,IN/41994/54865
Sony India Software Center Private Limited,Content Usages,IN/41994/54987
Thomson Digital,Pilot For Thomson Digital - Medical Content,IN/21858/34378
Pepsico,Changes in GCS E-learning course for ANZ module in Pepsico,AU/42026/54935
Pepsico,Changes in GCS E-learning course for ANZ module in Pepsico,AU/42026/55025
IMRB International,Various projects (10 eLearning hours),IN/21693/34215
Amway,CR for Videos (LA & Joy Sales),IN/42027/54969
DBS Bank,addition of 5 slides to the existing induction course,IN/1060/2410
South East Water,Serious game based course,AU/21665/33747
Robert Bosch,Hungarian voice recording,IN/1016/2590
Robert Bosch,English to Hindi Translation - Brembo,IN/1016/2600
Robert Bosch,HR Global trailer- translation POC,IN/1016/22827
Robert Bosch,Voice samples for Thai and Spanish,IN/1016/33107
Robert Bosch,Audio recording in English and German,IN/1016/33240
Robert Bosch,Audio recording requests,IN/1016/33266
Tooling University,Translation Quotation,US/1020/1594
Schneider Electric,Customer Process Capabilities,CN/1046/1449
Schneider Electric,New Course - CYD ILT conversion - India Team,CN/1046/1486
Schneider Electric,Schneider Supplier Leader,CN/1046/1793
Schneider Electric,VSM Awareness,CN/1046/1880
Schneider Electric,SIOP 3,CN/1046/2105
Schneider Electric,Lead Time,CN/1046/2136
Schneider Electric,Purchasing Excellence System,CN/1046/2215
Schneider Electric,Process Flow Improvement,CN/1046/2250
Schneider Electric,SSQM,CN/1046/2403
Schneider Electric,updates to ARIBA and PUMA,CN/1046/2404
Schneider Electric,Pre sales - SE,CN/1046/2409
Schneider Electric,India IPO team - Training analysis,CN/1046/2441
Schneider Electric,Commercial Acumen - Training Module,CN/1046/22883
Schneider Electric,Legacy conversion,CN/1046/54769
"Integrated Performance Solutions, Inc.",Synchrony - Financing Overview,US/1047/2256
Interactive Services,video shoot in mumbai,IE/1056/33962
Interactive Services,Pre Sales PIN,IE/1056/1461
DBS Bank,addition of 5 slides to the existing induction course,IN/1060/2411
DBS Bank,Conversion of induction course from Flash to HTML5,IN/1060/33327
DBS Bank,Updates to Induction course - Feb 2015,IN/1060/22805
VENZAGROUP,Flash to Edge Animate conversion project,US/1063/33289
Sun Branding Solutions,sunrise elearning development,GB/1065/33806
Sapient,Security at Sapient Training - Updates 2015,IN/1102/2390
click4compliance,HTML5 projects query,US/1132/1951
Nudge,Videos Editing & HTML Conversion,US/1171/33685
Zenith Technologies,Partnetship Opportunity,CN/1236/1705
Zenith Technologies,POC - shell understanding,CN/1236/1844
Active IQ Academy,Conversion of printable ILT to e-manuals,GB/1324/33416
Active IQ Academy,Redeveloping - 2FIG and 3CPT,GB/1324/2512
Active IQ Academy,"Data protection unit, Understanding nutrition unit",GB/1324/2242
Jubilant Life Sciences Ltd.,Induction course development - Fresh,IN/1336/2130
Ellucian,Infographic development,US/21689/54650
Ellucian,Gamification requirement,US/21689/54885
Roundmgroup,25 hours of elearning,US/41929/54614
Hewlett-Packard Singapore (Sales) Pte Ltd ,LearNet - partnership program,SG/41965/54942
Hewlett-Packard Singapore (Sales) Pte Ltd ,Content for NTU,SG/41965/54742
Compli,Compli 8 Courses,US/41997/54831
Cigital,Migration quote,US/1001/1683
Cigital,Korean Translation,US/1001/2019
Cigital,eLearning quote,US/1001/33145
Cigital,Updates to Fortify Static Code Analysis eLearning,US/1001/33322
Cigital,Fortify Static Code Analysis,US/1001/1580
Xpan,Captivate 8 estimation,CA/1009/2733
Xpan,PoolSafe eLearning,CA/1009/22812
Xpan,Doors System,CA/1009/2091
Xpan,Storyline development,CA/1009/2223
Xpan,Storyline development,CA/1009/2350
Xpan,SeniorConnect Project,CA/1009/2433
Tek Systems,Agile ILT Modifications,US/1032/1656
ILX Group,13 courses repurposing,GB/1090/1145
ILX Group,HTML5 Template/Course Player,GB/1090/2589
ILX Group,Pilot HTML,GB/1090/1487
ILX Group,Prince2 Foundation HTML5 Repurposing,GB/1090/1555
ILX Group,Finance Courses - Quotation,GB/1090/1667
IndusInd Bank,Presales,IN/1119/23050
Cirrus eLearning,Studio to Storyline,GB/1121/1260
Kerry Group,Opportunity Selection,US/1137/1326
Kerry Group,SAP Overview course,US/1137/2147
Kerry Group,Pre-sales activities,US/1137/2686
Kerry Group,Pre Month-End Activity eLearning,US/1138/2070
Forum Corporation,Assessment tool,GB/1153/1734
Forum Corporation,Pilot HTML5 HPL,GB/1153/34112
"FMC Technologies, Inc.",TheWork Flow Manager,US/1154/1417
"FMC Technologies, Inc.",GW102 TCE GEIT eLearning,US/1154/22814
"FMC Technologies, Inc.",General presales PIN,US/1154/23027
Association of Clinical Research Professionals,Course previews,US/1193/2389
Biffa Limited,Maintaining workplace health and safety,GB/1195/1700
Active IQ Academy,Storyline quote,GB/1208/1600
Active IQ Academy,2FIG Course Translation to Hindi,GB/1208/1750
eLearning Mind,Localization of 20 mins Storyline course,US/1232/1694
Franklin Covey,e-Learning pilot,US/1237/1714
Direct Marketing Association,Updates to 2 courses,US/1238/1715
Capita,FCO Opportunity,GB/1239/1716
Capita,FCO Working with Treaties,GB/1239/2384
Capita,Post office project,GB/1239/2415
Capita,Sims eLearning project,GB/1239/2466
Checkers,Time and pay eLearning,US/1244/2146
Checkers,Sexual Harassment eLearning Spanish Trans,US/1245/2042
Telus,Toolbook conversion,CA/1255/1761
Telus,Storyline Quote,CA/1255/1773
Telus,3 courses production,CA/1255/2129
Telus,3 courses english and CA french,CA/1255/2148
